snapshot,grid_power
1036,259.24603746721243
1037,457.16947785211516
1038,446.98450531733533
1039,800.0
1040,241.3389441058317
1041,405.20110357348784
1042,475.4968199524706
1043,742.9456400028205
1044,165.45091992628227
1045,425.80680865605467
1046,547.914370224987
1047,790.8945247283871
1048,56.67979529957921
1049,435.5000128360327
1050,352.07798388430797
1051,328.2214338690073
1052,237.6284509567724
1053,636.803666126516
1054,415.0701854463718
1055,735.3668422857531
1056,92.33689507897626
1057,301.63688575075196
1058,411.08056608389194
1059,511.80025725814
1060,159.7431746075975
1061,328.49838418040656
1062,319.50608042513505
1063,385.92227085613087
1064,195.5247820650284
1065,366.7048952951025
1066,324.76585803432744
1067,386.3291223131054
1068,333.2011423291126
1069,346.6417954094811
1070,370.3251027607513
1071,418.0205709622916
1072,434.6484112350859
1073,338.21826566740333
1074,343.2733123746498
1075,390.07657121349587
1076,628.1465029095361
1077,378.7870643625552
1078,387.81779997755285
1079,436.48886896730335
1080,452.4789333829707
1081,396.94907503831536
1082,347.6252827551685
1083,481.69094015841574
1084,716.2309747541758
1085,515.4063429662042
1086,384.0664830819321
1087,467.1682695677185
1088,671.6879632596678
1089,447.23826371123437
1090,504.7177055849755
1091,523.9671272386058
1092,590.263167791063
1093,493.5272187029411
1094,533.4797413652574
1095,485.14332910498626
1096,399.48920289156564
1097,450.7348844152388
1098,476.8110740131301
1099,427.579743315415
1100,169.54692310572867
1101,367.9322122909362
1102,357.5799484143539
1103,342.30033839212103
1104,445.9700147801789
1105,568.7217132914042
1106,543.9387072368279
1107,555.6125487389111
1108,227.88020453740674
1109,324.0933561596656
1110,266.61490658550713
1111,366.1649789588075
1112,301.319713338505
1113,306.91151264830125
1114,284.7870190439341
1115,318.31425643338065
1116,225.54914936177337
1117,64.31350561564051
1118,98.0711835964272
1119,23.7997536277351
1120,529.050759330894
1121,410.5484824732991
1122,360.0704779523282
1123,382.43711733682665
1124,427.55748919563194
1125,396.7266876253502
1126,417.94453292152417
1127,508.53432295019695
1128,444.6178412508788
1129,394.14839839905324
1130,357.34784863495685
1131,398.96074147148175
1132,256.6971099407258
1133,434.47352584176264
1134,345.6788921096448
1135,396.3504308345409
1136,297.4146252129526
1137,436.0751726163505
1138,426.8577970553222
1139,432.3309412814802
1140,72.44210351669813
1141,290.0646006759745
1142,424.7991370932843
1143,531.5896243978823
1144,198.77560231580418
1145,440.27762542306755
1146,278.91527341492144
1147,512.7181516282702
1148,216.96767448500106
1149,657.6200287512988
1150,490.01951522512604
1151,800.0
1152,243.2432508812131
1153,298.74425601682844
1154,300.98150274652204
1155,345.5448057809248
1156,92.41760211170063
1157,404.1260975780351
1158,397.3421626614591
1159,325.28819637333635
1160,300.3464112821867
1161,385.50637392119864
1162,306.3364756978541
1163,329.49701026521933
1164,157.59519657977367
1165,333.95706477910744
1166,297.5029509791559
1167,356.6359181331274
1168,292.20031566032054
1169,336.1916517979675
1170,293.4470141655345
1171,366.45950726749294
1172,446.3141995587941
1173,370.9783345449181
1174,347.8508383697376
1175,567.433172820454
1176,705.4270664757269
1177,394.486756502865
1178,322.51078817271684
1179,425.1908251291754
1180,662.3406865530642
1181,487.0522988768719
1182,440.503473543593
1183,479.8534593249463
1184,283.2152085947246
1185,159.7968563353742
1186,131.7549768516472
1187,123.80778421928949
1188,-0.0
1189,-0.0
1190,-0.0
1191,-0.0
1192,-0.0
1193,133.82192424081592
1194,77.40836883869552
1195,65.50848791323102
1196,234.1407966918821
1197,290.0608669640336
1198,212.36102227649266
1199,219.66724616816137
1200,398.76886213273474
1201,436.72950141100887
1202,529.0694881704467
1203,627.1879141857114
1204,-0.0
1205,-0.0
1206,-0.0
1207,-0.0
1208,-0.0
1209,111.46667186708686
1210,81.46398747429521
1211,78.07521289956924
1212,-0.0
1213,-0.0
1214,-0.0
1215,-0.0
1216,496.2312672601322
1217,305.8653407528195
1218,244.55871056358808
1219,270.17885459165393
1220,641.2480980924665
1221,299.6700122624777
1222,356.5309775194038
1223,291.53247830975687
1224,344.8828210247567
1225,200.80956956998864
1226,299.68445120797674
1227,332.4953569276351
1228,184.50734054871597
1229,588.1800497924912
1230,459.64035805671097
1231,508.33445234306396
1232,203.2912120277091
1233,330.5719668967558
1234,511.290206644567
1235,511.56444788121655
1236,125.36261884203708
1237,422.1229928140141
1238,416.7188257498312
1239,484.9130985030074
1240,-0.0
1241,329.65627311060496
1242,283.816934553136
1243,448.6835233360842
1244,42.59181239335567
1245,800.0
1246,800.0
1247,789.7997087527026
1248,83.24035050360743
1249,277.5061191807598
1250,415.75396253278757
1251,333.43746019680646
1252,690.0489151855073
1253,800.0
1254,800.0
1255,800.0
1256,753.3212352605744
1257,800.0
1258,792.1917157306038
1259,800.0
1260,210.15757075217664
1261,292.7627285883483
1262,272.3387784750411
1263,322.2859323517741
1264,312.4045874354123
1265,301.8619575565088
1266,264.5503401972987
1267,370.58173685029783
1268,367.3923490738926
1269,316.04878781528816
1270,333.8837111311317
1271,519.2063454839054
1272,381.62834876356476
1273,495.76083210872395
1274,201.79694959286437
1275,272.4684883177605
1276,618.0398948845616
1277,335.6899221867677
1278,237.8110069227588
1279,412.1435768598651
1280,241.01628383346593
1281,341.04902971969426
1282,344.5623613363703
1283,353.51773402226877
1284,238.53033002995852
1285,167.32472309530422
1286,190.9792019194925
1287,216.45183765488014
1288,269.9876439465588
1289,345.2721636275208
1290,332.3132164424557
1291,316.2017878684003
1292,-0.0
1293,122.41553595599055
1294,123.36550110068093
1295,130.35470009193142
1296,52.28301775552171
1297,54.56626571450411
1298,83.10474916588771
1299,127.23503192706755
1300,-0.0
1301,-0.0
1302,-0.0
1303,-0.0
1304,291.3743537481887
1305,249.03388317993858
1306,209.35243355266797
1307,308.29089888508975
1308,416.7375255845469
1309,330.05879910569274
1310,353.15570061470805
1311,323.4245730657743
1312,483.5091217515732
1313,256.00479586712277
1314,166.70497181624486
1315,272.00022906837347
1316,529.538317820593
1317,-0.0
1318,-0.0
1319,135.17278601244436
1320,238.64937786260325
1321,345.28111081258595
1322,273.18648739879956
1323,157.34325616414222
1324,-0.0
1325,171.7852197221151
1326,293.3154209267502
1327,363.9260356680462
1328,-0.0
1329,404.89795976388206
1330,385.93450921765054
1331,533.0677557940189
1332,27.650535792976484
1333,359.34461699577
1334,412.4089639214129
1335,452.5063351655739
1336,-0.0
1337,220.84773360571654
1338,265.18862454519603
1339,352.65483575783475
1340,109.44960944867785
1341,360.7233925485805
1342,341.2606289599426
1343,436.42915326809987
1344,-0.0
1345,313.01936267789483
1346,280.9387190827534
1347,328.39148364947573
1348,152.93304619281503
1349,293.1957735435293
1350,249.69199589558133
1351,301.5877163198592
1352,164.89876076060884
1353,281.65451757981305
1354,265.59816039496224
1355,400.4625979578473
1356,674.373699768237
1357,800.0
1358,787.7230748656123
1359,800.0
1360,800.0
1361,800.0
1362,766.1214280910243
1363,800.0
1364,362.0459377917059
1365,271.0637352515576
1366,274.3930866330365
1367,362.88140835394466
1368,605.6712462189398
1369,357.9743537481887
1370,141.21789713535816
1371,267.7774847217618
1372,526.4509702803057
1373,313.1094570584495
1374,248.9512887058542
1375,367.56902776352536
1376,639.0775045433545
1377,343.80870861343055
1378,394.4919772090759
1379,412.90694528200834
1380,-0.0
1381,-0.0
1382,-0.0
1383,-0.0
1384,28.354960930369828
1385,229.28920232402206
1386,384.62944382389867
1387,311.4143710400574
1388,285.80968279405135
1389,385.2709455923362
1390,404.6353456372305
1391,407.7300959261827
1392,25.337771956811785
1393,37.14468280607412
1394,-0.0
1395,90.91314772194366
